"AREA(S)","TYPE","YEAR","Total Population",
"Glendale","M","1900","0",
"Glendale","M","1910","0",
"Glendale","M","1920","0",
"Glendale","M","1930","0",
"Glendale","M","1940","0",
"Glendale","M","1950","0",
"Glendale","M","1960","468",
"Glendale","M","1970","765",
"Glendale","M","1980","2496",
"Glendale","M","1990","2453",
"Glendale","M","2000","4547",
"Glendale","M","2010","4184",
"Glenwood Springs","M","1870","0",
"Glenwood Springs","M","1880","0",
"Glenwood Springs","M","1890","920",
"Glenwood Springs","M","1900","1350",
"Glenwood Springs","M","1910","2019",
"Glenwood Springs","M","1920","2073",
"Glenwood Springs","M","1930","1825",
"Glenwood Springs","M","1940","2253",
"Glenwood Springs","M","1950","2412",
"Glenwood Springs","M","1960","3637",
"Glenwood Springs","M","1970","4106",
"Glenwood Springs","M","1980","4637",
"Glenwood Springs","M","1990","6561",
"Glenwood Springs","M","2000","7736",
"Glenwood Springs","M","2010","9614",
"Globeville","M","1870","0",
"Globeville","M","1880","0",
"Globeville","M","1890","0",
"Globeville","M","1900","2192",
"Globeville","M","1910","0",
"Globeville","M","1920","0",
"Globeville","M","1930","0",
"Globeville","M","1940","0",
"Globeville","M","1950","0",
"Globeville","M","1960","0",
"Globeville","M","1970","0",
"Globeville","M","1980","0",
"Globeville","M","1990","0",
"Globeville","M","2000","0",
"Globeville","M","2010","0",
"Golden","M","1870","0",
"Golden","M","1880","2730",
"Golden","M","1890","2383",
"Golden","M","1900","2152",
"Golden","M","1910","2477",
"Golden","M","1920","2484",
"Golden","M","1930","2426",
"Golden","M","1940","3175",
"Golden","M","1950","5238",
"Golden","M","1960","7118",
"Golden","M","1970","9817",
"Golden","M","1980","12237",
"Golden","M","1990","13116",
"Golden","M","2000","17159",
"Golden","M","2010","18867",
"Goldfield","M","1870","0",
"Goldfield","M","1880","0",
"Goldfield","M","1890","0",
"Goldfield","M","1900","2191",
"Goldfield","M","1910","1112",
"Goldfield","M","1920","633",
"Goldfield","M","1930","159",
"Goldfield","M","1940","195",
"Goldfield","M","1950","81",
"Goldfield","M","1960","0",
"Goldfield","M","1970","0",
"Goldfield","M","1980","0",
"Goldfield","M","1990","0",
"Goldfield","M","2000","0",
"Goldfield","M","2010","0",
"Granada","M","1870","0",
"Granada","M","1880","0",
"Granada","M","1890","0",
"Granada","M","1900","204",
"Granada","M","1910","359",
"Granada","M","1920","308",
"Granada","M","1930","352",
"Granada","M","1940","342",
"Granada","M","1950","551",
"Granada","M","1960","593",
"Granada","M","1970","551",
"Granada","M","1980","557",
"Granada","M","1990","513",
"Granada","M","2000","640",
"Granada","M","2010","517",
"Granby","M","1870","0",
"Granby","M","1880","0",
"Granby","M","1890","0",
"Granby","M","1900","0",
"Granby","M","1910","40",
"Granby","M","1920","32",
"Granby","M","1930","90",
"Granby","M","1940","251",
"Granby","M","1950","463",
"Granby","M","1960","503",
"Granby","M","1970","554",
"Granby","M","1980","963",
"Granby","M","1990","966",
"Granby","M","2000","1525",
"Granby","M","2010","1864",
"Grand Junction","M","1870","0",
"Grand Junction","M","1880","0",
"Grand Junction","M","1890","2030",
"Grand Junction","M","1900","3503",
"Grand Junction","M","1910","7754",
"Grand Junction","M","1920","8665",
"Grand Junction","M","1930","10247",
"Grand Junction","M","1940","12479",
"Grand Junction","M","1950","14504",
"Grand Junction","M","1960","18694",
"Grand Junction","M","1970","20170",
"Grand Junction","M","1980","27956",
"Grand Junction","M","1990","29034",
"Grand Junction","M","2000","41986",
"Grand Junction","M","2010","58566",
"Grand Lake","M","1870","0",
"Grand Lake","M","1880","0",
"Grand Lake","M","1890","0",
"Grand Lake","M","1900","0",
"Grand Lake","M","1910","0",
"Grand Lake","M","1920","0",
"Grand Lake","M","1930","0",
"Grand Lake","M","1940","0",
"Grand Lake","M","1950","309",
"Grand Lake","M","1960","170",
"Grand Lake","M","1970","189",
"Grand Lake","M","1980","382",
"Grand Lake","M","1990","259",
"Grand Lake","M","2000","447",
"Grand Lake","M","2010","471",
"Grand Valley","M","1870","0",
"Grand Valley","M","1880","0",
"Grand Valley","M","1890","0",
"Grand Valley","M","1900","0",
"Grand Valley","M","1910","268",
"Grand Valley","M","1920","228",
"Grand Valley","M","1930","209",
"Grand Valley","M","1940","230",
"Grand Valley","M","1950","296",
"Grand Valley","M","1960","245",
"Grand Valley","M","1970","270",
"Grand Valley","M","1980","338",
"Grand Valley","M","1990","0",
"Grand Valley","M","2000","0",
"Grand Valley","M","2010","0",
"Gray Creek","M","1870","0",
"Gray Creek","M","1880","0",
"Gray Creek","M","1890","0",
"Gray Creek","M","1900","0",
"Gray Creek","M","1910","576",
"Gray Creek","M","1920","160",
"Gray Creek","M","1930","0",
"Gray Creek","M","1940","0",
"Gray Creek","M","1950","0",
"Gray Creek","M","1960","0",
"Gray Creek","M","1970","0",
"Gray Creek","M","1980","0",
"Gray Creek","M","1990","0",
"Gray Creek","M","2000","0",
"Gray Creek","M","2010","0",
"Greeley","M","1870","0",
"Greeley","M","1880","0",
"Greeley","M","1890","1268",
"Greeley","M","1900","3023",
"Greeley","M","1910","8179",
"Greeley","M","1920","10958",
"Greeley","M","1930","12203",
"Greeley","M","1940","15995",
"Greeley","M","1950","20354",
"Greeley","M","1960","26314",
"Greeley","M","1970","38902",
"Greeley","M","1980","53006",
"Greeley","M","1990","60536",
"Greeley","M","2000","76930",
"Greeley","M","2010","92889",
"Green Mountain Falls","M","1870","0",
"Green Mountain Falls","M","1880","0",
"Green Mountain Falls","M","1890","0",
"Green Mountain Falls","M","1900","40",
"Green Mountain Falls","M","1910","30",
"Green Mountain Falls","M","1920","100",
"Green Mountain Falls","M","1930","41",
"Green Mountain Falls","M","1940","87",
"Green Mountain Falls","M","1950","106",
"Green Mountain Falls","M","1960","179",
"Green Mountain Falls","M","1970","359",
"Green Mountain Falls","M","1980","607",
"Green Mountain Falls","M","1990","663",
"Green Mountain Falls","M","2000","773",
"Green Mountain Falls","M","2010","640",
"Greenwood Village","M","1870","0",
"Greenwood Village","M","1880","0",
"Greenwood Village","M","1890","0",
"Greenwood Village","M","1900","0",
"Greenwood Village","M","1910","0",
"Greenwood Village","M","1920","0",
"Greenwood Village","M","1930","0",
"Greenwood Village","M","1940","0",
"Greenwood Village","M","1950","0",
"Greenwood Village","M","1960","572",
"Greenwood Village","M","1970","3095",
"Greenwood Village","M","1980","5729",
"Greenwood Village","M","1990","7589",
"Greenwood Village","M","2000","11035",
"Greenwood Village","M","2010","13925",
"Grover","M","1870","0",
"Grover","M","1880","0",
"Grover","M","1890","0",
"Grover","M","1900","0",
"Grover","M","1910","0",
"Grover","M","1920","195",
"Grover","M","1930","165",
"Grover","M","1940","137",
"Grover","M","1950","146",
"Grover","M","1960","133",
"Grover","M","1970","121",
"Grover","M","1980","158",
"Grover","M","1990","135",
"Grover","M","2000","153",
"Grover","M","2010","137",
"Guadalupe","M","1870","0",
"Guadalupe","M","1880","0",
"Guadalupe","M","1890","0",
"Guadalupe","M","1900","0",
"Guadalupe","M","1910","158",
"Guadalupe","M","1920","0",
"Guadalupe","M","1930","0",
"Guadalupe","M","1940","0",
"Guadalupe","M","1950","0",
"Guadalupe","M","1960","0",
"Guadalupe","M","1970","0",
"Guadalupe","M","1980","0",
"Guadalupe","M","1990","0",
"Guadalupe","M","2000","0",
"Guadalupe","M","2010","0",
"Gunnison","M","1870","0",
"Gunnison","M","1880","888",
"Gunnison","M","1890","1105",
"Gunnison","M","1900","1200",
"Gunnison","M","1910","1026",
"Gunnison","M","1920","1329",
"Gunnison","M","1930","1415",
"Gunnison","M","1940","2177",
"Gunnison","M","1950","2770",
"Gunnison","M","1960","3477",
"Gunnison","M","1970","4613",
"Gunnison","M","1980","5785",
"Gunnison","M","1990","4636",
"Gunnison","M","2000","5409",
"Gunnison","M","2010","5854",
"Gypsum","M","1870","0",
"Gypsum","M","1880","0",
"Gypsum","M","1890","0",
"Gypsum","M","1900","0",
"Gypsum","M","1910","0",
"Gypsum","M","1920","164",
"Gypsum","M","1930","165",
"Gypsum","M","1940","245",
"Gypsum","M","1950","345",
"Gypsum","M","1960","358",
"Gypsum","M","1970","420",
"Gypsum","M","1980","743",
"Gypsum","M","1990","1750",
"Gypsum","M","2000","3654",
"Gypsum","M","2010","6477",
"Harman","M","1870","0",
"Harman","M","1880","0",
"Harman","M","1890","743",
"Harman","M","1900","0",
"Harman","M","1910","0",
"Harman","M","1920","0",
"Harman","M","1930","0",
"Harman","M","1940","0",
"Harman","M","1950","0",
"Harman","M","1960","0",
"Harman","M","1970","0",
"Harman","M","1980","0",
"Harman","M","1990","0",
"Harman","M","2000","0",
"Harman","M","2010","0",
"Hartman","M","1870","0",
"Hartman","M","1880","0",
"Hartman","M","1890","0",
"Hartman","M","1900","0",
"Hartman","M","1910","0",
"Hartman","M","1920","175",
"Hartman","M","1930","269",
"Hartman","M","1940","148",
"Hartman","M","1950","181",
"Hartman","M","1960","164",
"Hartman","M","1970","129",
"Hartman","M","1980","122",
"Hartman","M","1990","108",
"Hartman","M","2000","111",
"Hartman","M","2010","81",
"Haswell","M","1870","0",
"Haswell","M","1880","0",
"Haswell","M","1890","0",
"Haswell","M","1900","0",
"Haswell","M","1910","0",
"Haswell","M","1920","0",
"Haswell","M","1930","156",
"Haswell","M","1940","163",
"Haswell","M","1950","163",
"Haswell","M","1960","169",
"Haswell","M","1970","135",
"Haswell","M","1980","126",
"Haswell","M","1990","62",
"Haswell","M","2000","84",
"Haswell","M","2010","68",
"Haxtun","M","1870","0",
"Haxtun","M","1880","0",
"Haxtun","M","1890","0",
"Haxtun","M","1900","0",
"Haxtun","M","1910","341",
"Haxtun","M","1920","1118",
"Haxtun","M","1930","1027",
"Haxtun","M","1940","985",
"Haxtun","M","1950","1006",
"Haxtun","M","1960","990",
"Haxtun","M","1970","899",
"Haxtun","M","1980","1014",
"Haxtun","M","1990","952",
"Haxtun","M","2000","982",
"Haxtun","M","2010","946",
"Hayden","M","1870","0",
"Hayden","M","1880","0",
"Hayden","M","1890","0",
"Hayden","M","1900","0",
"Hayden","M","1910","314",
"Hayden","M","1920","455",
"Hayden","M","1930","554",
"Hayden","M","1940","640",
"Hayden","M","1950","767",
"Hayden","M","1960","764",
"Hayden","M","1970","763",
"Hayden","M","1980","1720",
"Hayden","M","1990","1444",
"Hayden","M","2000","1634",
"Hayden","M","2010","1810",
"Hillrose","M","1870","0",
"Hillrose","M","1880","0",
"Hillrose","M","1890","0",
"Hillrose","M","1900","0",
"Hillrose","M","1910","0",
"Hillrose","M","1920","0",
"Hillrose","M","1930","210",
"Hillrose","M","1940","177",
"Hillrose","M","1950","190",
"Hillrose","M","1960","157",
"Hillrose","M","1970","121",
"Hillrose","M","1980","213",
"Hillrose","M","1990","169",
"Hillrose","M","2000","254",
"Hillrose","M","2010","264",
"Holly","M","1870","0",
"Holly","M","1880","0",
"Holly","M","1890","0",
"Holly","M","1900","364",
"Holly","M","1910","724",
"Holly","M","1920","940",
"Holly","M","1930","971",
"Holly","M","1940","864",
"Holly","M","1950","1236",
"Holly","M","1960","1108",
"Holly","M","1970","993",
"Holly","M","1980","969",
"Holly","M","1990","877",
"Holly","M","2000","1048",
"Holly","M","2010","802",
"Holyoke","M","1870","0",
"Holyoke","M","1880","0",
"Holyoke","M","1890","649",
"Holyoke","M","1900","451",
"Holyoke","M","1910","659",
"Holyoke","M","1920","1205",
"Holyoke","M","1930","1226",
"Holyoke","M","1940","1150",
"Holyoke","M","1950","1558",
"Holyoke","M","1960","1555",
"Holyoke","M","1970","1640",
"Holyoke","M","1980","2092",
"Holyoke","M","1990","1931",
"Holyoke","M","2000","2261",
"Holyoke","M","2010","2313",
"Hooper","M","1870","0",
"Hooper","M","1880","0",
"Hooper","M","1890","0",
"Hooper","M","1900","177",
"Hooper","M","1910","131",
"Hooper","M","1920","156",
"Hooper","M","1930","155",
"Hooper","M","1940","170",
"Hooper","M","1950","103",
"Hooper","M","1960","58",
"Hooper","M","1970","80",
"Hooper","M","1980","71",
"Hooper","M","1990","112",
"Hooper","M","2000","123",
"Hooper","M","2010","103",
"Hot Sulphur Springs","M","1870","0",
"Hot Sulphur Springs","M","1880","0",
"Hot Sulphur Springs","M","1890","0",
"Hot Sulphur Springs","M","1900","0",
"Hot Sulphur Springs","M","1910","0",
"Hot Sulphur Springs","M","1920","123",
"Hot Sulphur Springs","M","1930","142",
"Hot Sulphur Springs","M","1940","235",
"Hot Sulphur Springs","M","1950","263",
"Hot Sulphur Springs","M","1960","237",
"Hot Sulphur Springs","M","1970","220",
"Hot Sulphur Springs","M","1980","405",
"Hot Sulphur Springs","M","1990","347",
"Hot Sulphur Springs","M","2000","521",
"Hot Sulphur Springs","M","2010","663",
"Hotchkiss","M","1870","0",
"Hotchkiss","M","1880","0",
"Hotchkiss","M","1890","0",
"Hotchkiss","M","1900","261",
"Hotchkiss","M","1910","600",
"Hotchkiss","M","1920","572",
"Hotchkiss","M","1930","541",
"Hotchkiss","M","1940","653",
"Hotchkiss","M","1950","715",
"Hotchkiss","M","1960","626",
"Hotchkiss","M","1970","507",
"Hotchkiss","M","1980","849",
"Hotchkiss","M","1990","744",
"Hotchkiss","M","2000","968",
"Hotchkiss","M","2010","944",
"Hudson","M","1870","0",
"Hudson","M","1880","0",
"Hudson","M","1890","0",
"Hudson","M","1900","0",
"Hudson","M","1910","0",
"Hudson","M","1920","322",
"Hudson","M","1930","346",
"Hudson","M","1940","295",
"Hudson","M","1950","365",
"Hudson","M","1960","430",
"Hudson","M","1970","518",
"Hudson","M","1980","698",
"Hudson","M","1990","918",
"Hudson","M","2000","1565",
"Hudson","M","2010","2356",
"Hugo","M","1870","0",
"Hugo","M","1880","0",
"Hugo","M","1890","0",
"Hugo","M","1900","0",
"Hugo","M","1910","343",
"Hugo","M","1920","838",
"Hugo","M","1930","712",
"Hugo","M","1940","852",
"Hugo","M","1950","943",
"Hugo","M","1960","811",
"Hugo","M","1970","759",
"Hugo","M","1980","776",
"Hugo","M","1990","660",
"Hugo","M","2000","885",
"Hugo","M","2010","730",
"Idaho Springs","M","1870","0",
"Idaho Springs","M","1880","733",
"Idaho Springs","M","1890","1338",
"Idaho Springs","M","1900","2502",
"Idaho Springs","M","1910","2154",
"Idaho Springs","M","1920","1192",
"Idaho Springs","M","1930","1207",
"Idaho Springs","M","1940","2112",
"Idaho Springs","M","1950","1769",
"Idaho Springs","M","1960","1480",
"Idaho Springs","M","1970","2003",
"Idaho Springs","M","1980","2077",
"Idaho Springs","M","1990","1834",
"Idaho Springs","M","2000","1889",
"Idaho Springs","M","2010","1717",
"Ignacio","M","1870","0",
"Ignacio","M","1880","0",
"Ignacio","M","1890","0",
"Ignacio","M","1900","0",
"Ignacio","M","1910","0",
"Ignacio","M","1920","290",
"Ignacio","M","1930","464",
"Ignacio","M","1940","555",
"Ignacio","M","1950","526",
"Ignacio","M","1960","609",
"Ignacio","M","1970","613",
"Ignacio","M","1980","667",
"Ignacio","M","1990","720",
"Ignacio","M","2000","669",
"Ignacio","M","2010","697",
"Iliff","M","1870","0",
"Iliff","M","1880","0",
"Iliff","M","1890","0",
"Iliff","M","1900","0",
"Iliff","M","1910","0",
"Iliff","M","1920","238",
"Iliff","M","1930","266",
"Iliff","M","1940","322",
"Iliff","M","1950","235",
"Iliff","M","1960","204",
"Iliff","M","1970","193",
"Iliff","M","1980","218",
"Iliff","M","1990","174",
"Iliff","M","2000","213",
"Iliff","M","2010","266",
"Irondale","M","1870","0",
"Irondale","M","1880","0",
"Irondale","M","1890","0",
"Irondale","M","1900","0",
"Irondale","M","1910","0",
"Irondale","M","1920","0",
"Irondale","M","1930","139",
"Irondale","M","1940","71",
"Irondale","M","1950","0",
"Irondale","M","1960","0",
"Irondale","M","1970","0",
"Irondale","M","1980","0",
"Irondale","M","1990","0",
"Irondale","M","2000","0",
"Irondale","M","2010","0",
"Ironton","M","1870","0",
"Ironton","M","1880","0",
"Ironton","M","1890","323",
"Ironton","M","1900","71",
"Ironton","M","1910","48",
"Ironton","M","1920","73",
"Ironton","M","1930","9",
"Ironton","M","1940","0",
"Ironton","M","1950","6",
"Ironton","M","1960","1",
"Ironton","M","1970","0",
